	DOID:0050161	DOID:0050539	DOID:0050563	DOID:0050564	DOID:0050565	DOID:0050686	DOID:0050687	DOID:0050700	DOID:0050701	DOID:0050735	DOID:0050736	DOID:0050737	DOID:0050739	DOID:0050753	DOID:0050776	DOID:0050777	DOID:0050828	DOID:0050888	DOID:0050889	DOID:0050950	DOID:0050951	DOID:0060036	DOID:0060037	DOID:0060038	DOID:0060307	DOID:0060308	DOID:0060309	DOID:0060340	DOID:0060564	DOID:0080000	DOID:0080001	DOID:0080005	DOID:0080006	DOID:0080009	DOID:0080012	DOID:0080578	DOID:0081337	DOID:0111910	DOID:0111962	DOID:0112202	DOID:10155	DOID:10273	DOID:10579	DOID:10584	DOID:1059	DOID:10595	DOID:1091	DOID:110	DOID:1100	DOID:114	DOID:12336	DOID:12449	DOID:1247	DOID:1289	DOID:12930	DOID:1342	DOID:1441	DOID:1443	DOID:178	DOID:1826	DOID:1923	DOID:1934	DOID:2115	DOID:2256	DOID:2277	DOID:229	DOID:231	DOID:2355	DOID:2476	DOID:2490	DOID:2531	DOID:2583	DOID:2742	DOID:2786	DOID:305	DOID:3119	DOID:37	DOID:403	DOID:417	DOID:423	DOID:440	DOID:4448	DOID:48	DOID:4961	DOID:5212	DOID:5295	DOID:557	DOID:5614	DOID:5672	DOID:5679	DOID:607	DOID:612	DOID:627	DOID:65	DOID:66	DOID:83	DOID:8466	DOID:870	DOID:9256	DOID:936	DOID:9562	DOID:9799	DOID:9884
BIOCONCEPTVEC-GLOVE	0.703448275862069	0.7291666666666667	0.7256410256410256	0.34444444444444444	0.5211267605633803	0.8680913780397936	0.7827586206896552	0.7792452830188679	0.6756176154672395	0.685483870967742	0.6871929824561404	0.6126900584795321	0.6129607159108145	0.6434659090909092	0.65625	0.925	0.75	0.7042682926829269	0.98125	0.7797619047619049	0.6421568627450981	0.8877358490566037	0.7237777777777779	0.6312196250867854	0.7123287671232876	0.8321917808219177	0.515151515151515	0.8761904761904762	0.369047619047619	0.6929824561403509	0.5696598009719972	0.6607142857142858	0.6385957792207793	0.6612903225806452	0.6286549707602339	0.6155913978494623	0.5615384615384615	0.7462406015037595	0.7265625	0.85	0.738095238095238	0.9239130434782609	0.6296296296296297	0.9070048309178744	0.7535962301587302	0.5752840909090909	0.78125	0.7083333333333333	0.38125	0.7804144385026738	0.609375	0.8655913978494624	0.9210526315789473	0.69	0.8379310344827586	0.837037037037037	0.43229166666666674	0.5655172413793103	0.7671875	0.6806006493506493	0.8238636363636365	0.671875	0.692	0.8073770491803278	0.7126348228043142	0.756	0.4696969696969697	0.672	0.5988372093023255	0.7944444444444445	0.836734693877551	0.9125000000000001	0.6978632478632478	0.582716049382716	0.8392857142857142	0.8383458646616542	0.6299342105263158	0.7678571428571429	0.8414634146341463	0.6640625	0.6307692307692307	0.85	0.4576923076923077	0.9279999999999999	0.9724137931034483	0.8234126984126984	0.582089552238806	0.7541733547351525	0.5357142857142857	0.7970085470085471	0.745639534883721	0.8964285714285715	0.9375	0.6958740655549167	0.8033707865168539	0.8548387096774194	0.7720156555772992	0.7296761401189689	0.9285714285714286	0.670050505050505	0.68	0.802348336594912	0.7084942084942085
GF-6L30M	0.6344827586206897	0.7031250000000001	0.6059829059829059	0.5888888888888889	0.4679186228482003	0.662490788504053	0.5551724137931034	0.8160377358490566	0.8356605800214822	0.8960101867572157	0.5892982456140352	0.6042690058479532	0.5420521765508873	0.7372159090909091	0.80625	0.875	0.78125	0.833841463414634	0.8875	0.7916666666666666	0.553921568627451	0.8962264150943396	0.6741111111111111	0.730502198565147	0.9092465753424658	0.625	0.8156565656565656	0.9206349206349207	0.511904761904762	0.7453482190324295	0.6442953020134229	0.4821428571428572	0.6572646103896104	0.7043010752688172	0.8347953216374269	0.32795698924731187	0.5461538461538462	0.8778195488721805	0.8109375	0.8940170940170941	0.625	0.5978260869565217	0.6777777777777778	0.6859903381642513	0.7555803571428572	0.7698863636363636	0.60625	0.765625	0.58125	0.6631016042780749	0.8734375	0.8844086021505376	0.881578947368421	0.6796825396825397	0.9724137931034482	0.8666666666666666	0.9114583333333334	0.6896551724137931	0.6375	0.7568993506493507	0.40340909090909094	0.859375	0.776	0.5983606557377049	0.6540832049306625	0.4	0.5101010101010102	0.8270000000000001	0.7238372093023255	0.838888888888889	0.6306122448979592	0.7812499999999999	0.5188034188034187	0.917283950617284	0.5535714285714286	0.6729323308270676	0.6888706140350876	0.8214285714285714	0.7667682926829267	0.5997023809523809	0.578698224852071	0.8875000000000001	0.7663461538461539	0.752	0.8344827586206895	0.5833333333333333	0.7399540757749713	0.7622792937399678	0.5119047619047619	0.8778998778998779	0.7848837209302326	0.9095663265306122	0.96875	0.6369321449108682	0.7766027759418374	0.771505376344086	0.7363013698630138	0.5376734963648381	0.7738095238095238	0.7322222222222223	0.92	0.8894324853228963	0.6814671814671814
GF-12L95MCANCER	0.5586206896551724	0.6145833333333334	0.6115384615384615	0.5027777777777778	0.6917057902973396	0.6096168017686072	0.5551724137931036	0.750943396226415	0.8727175080558539	0.7181663837011885	0.6762280701754386	0.605906432748538	0.5210829667829516	0.6974431818181818	0.86875	0.84375	0.8854166666666666	0.8064024390243902	0.66875	0.7023809523809523	0.49117647058823527	0.9066037735849057	0.7393333333333334	0.729923628789632	0.8664383561643836	0.6900684931506849	0.7626262626262627	0.8285714285714286	0.5952380952380953	0.7913343965975544	0.698680860911826	0.46785714285714286	0.7404626623376623	0.6774193548387096	0.7982456140350878	0.5161290322580645	0.85	0.8890977443609023	0.7375	0.8777777777777778	0.5476190476190477	0.5706521739130435	0.7259259259259259	0.7016908212560387	0.7807539682539683	0.7258522727272727	0.8625	0.6432291666666666	0.42500000000000004	0.7710561497326203	0.721875	0.771505376344086	0.8439849624060151	0.6536507936507936	0.896551724137931	0.8629629629629629	0.8645833333333333	0.6137931034482759	0.5984375000000001	0.7759740259740261	0.47727272727272724	0.9140625	0.7919999999999999	0.6762295081967212	0.6386748844375962	0.448	0.5833333333333333	0.7370000000000001	0.48546511627906974	0.6333333333333333	0.6959183673469388	0.7937500000000001	0.6807692307692308	0.7827160493827161	0.6369047619047619	0.6654135338345865	0.6614583333333333	0.7142857142857142	0.7667682926829268	0.7436755952380952	0.6094674556213018	0.84375	0.8509615384615384	0.632	0.8862068965517241	0.611111111111111	0.7164179104477613	0.7235152487961477	0.35714285714285715	0.7783882783882783	0.8561046511627907	0.8831632653061224	0.85625	0.6519551466359977	0.8797091870456047	0.5725806451612903	0.7475538160469667	0.671844018506279	0.7142857142857143	0.700050505050505	0.9560000000000001	0.8253424657534246	0.6042471042471043
SCGPT-PANCANCER	0.5793103448275863	0.5312500000000001	0.685042735042735	0.7444444444444445	0.5586854460093897	0.6702284450994842	0.5655172413793104	0.6047169811320755	0.7937701396348014	0.8739388794567063	0.6149122807017544	0.564795321637427	0.5644623085090247	0.7357954545454546	0.9187500000000001	0.96875	0.8229166666666666	0.875	0.9625	0.5773809523809523	0.6666666666666667	0.6745283018867925	0.7328888888888888	0.7364036102753992	0.9212328767123287	0.714041095890411	0.9267676767676768	0.9238095238095239	0.2738095238095238	0.709197235513025	0.7574635501041426	0.4571428571428571	0.773336038961039	0.771505376344086	0.8369883040935673	0.5483870967741935	0.7461538461538462	0.7631578947368421	0.8546874999999999	0.8423076923076923	0.5952380952380952	0.625	0.6851851851851852	0.5809178743961353	0.8093998015873015	0.7045454545454546	0.7000000000000001	0.6171875	0.45625	0.6597593582887701	0.8187499999999999	0.8118279569892473	0.9078947368421053	0.5825396825396826	0.5689655172413793	0.9666666666666667	0.8333333333333334	0.8275862068965517	0.578125	0.7067775974025974	0.5454545454545454	0.7838541666666666	0.664	0.7288251366120219	0.5208012326656395	0.504	0.15151515151515146	0.739	0.5377906976744186	0.7305555555555556	0.6	0.7625	0.5700854700854701	0.8296296296296296	0.48214285714285715	0.6278195488721805	0.6337719298245613	0.2976190476190476	0.6890243902439025	0.683779761904762	0.5964497041420118	0.96875	0.8278846153846153	0.6000000000000001	0.9862068965517242	0.6765873015873015	0.6360505166475315	0.6291332263242376	0.48809523809523814	0.6245421245421245	0.7311046511627907	0.8950255102040816	0.9500000000000001	0.6360695802185163	0.611368142762723	0.6317204301075269	0.6081213307240705	0.5409781890284203	0.8273809523809523	0.6776262626262626	0.972	0.6428571428571428	0.859073359073359
T5	0.5758620689655172	0.7968750000000001	0.5666666666666668	0.7166666666666666	0.7355242566510172	0.7219970523212971	0.6206896551724138	0.7339622641509433	0.6906552094522018	0.6761460101867572	0.642280701754386	0.627485380116959	0.6237297133323222	0.703125	0.55	0.9249999999999999	0.49479166666666663	0.8917682926829267	0.71875	0.6964285714285714	0.5421568627450981	0.5132075471698113	0.7084444444444445	0.6711409395973155	0.9126712328767124	0.8407534246575343	0.6818181818181819	0.9349206349206349	0.5119047619047619	0.7612971823498139	0.6854894700300856	0.5892857142857143	0.7140827922077922	0.7043010752688172	0.6220760233918129	0.793010752688172	0.7961538461538462	0.7424812030075187	0.590625	0.7782051282051282	0.863095238095238	0.5652173913043479	0.7407407407407408	0.5157004830917874	0.7750496031746031	0.6534090909090909	0.71875	0.8645833333333334	0.39374999999999993	0.6353609625668449	0.8015625	0.956989247311828	0.8609022556390977	0.7082539682539682	0.8482758620689655	0.9333333333333333	0.78125	0.4758620689655173	0.31562500000000004	0.7380275974025974	0.4431818181818182	0.5911458333333333	0.6920000000000001	0.8060109289617485	0.7534668721109399	0.708	0.3712121212121212	0.827	0.7093023255813953	0.8583333333333334	0.6591836734693878	0.5125	0.4739316239316239	0.671604938271605	0.30952380952380953	0.8007518796992481	0.5153508771929824	0.8095238095238095	0.6524390243902439	0.6811755952380952	0.6828402366863905	0.64375	0.8067307692307693	0.6839999999999999	0.9758620689655172	0.498015873015873	0.4374282433983927	0.6404494382022472	0.6309523809523808	0.5964590964590966	0.815406976744186	0.8474489795918366	0.80625	0.5655549166187465	0.7154659616655651	0.8763440860215054	0.45303326810176126	0.703899537343027	0.8630952380952381	0.6306565656565656	0.988	0.5958904109589042	0.9092664092664092
PPI-RAW	0.5517241379310345	0.6875	0.6487179487179487	0.6222222222222222	0.5039123630672926	0.8176123802505527	0.7068965517241379	0.8047169811320755	0.664876476906552	0.48811544991511036	0.6349122807017544	0.6066666666666666	0.579478234491127	0.6605113636363638	0.7125	0.84375	0.5520833333333333	0.676829268292683	0.65	0.4821428571428571	0.5725490196078432	0.8009433962264151	0.6664444444444444	0.7042351307567692	0.8955479452054794	0.6558219178082192	0.5101010101010102	0.838095238095238	0.7321428571428572	0.7208931419457735	0.6651238139319602	0.592857142857143	0.7169237012987013	0.4758064516129032	0.7076023391812865	0.5483870967741935	0.7846153846153846	0.7453007518796992	0.5750000000000001	0.8965811965811966	1.0	0.5543478260869565	0.6611111111111112	0.788647342995169	0.7683531746031746	0.6903409090909091	0.44375	0.78125	0.3875	0.6283422459893049	0.73515625	0.8387096774193549	0.7330827067669172	0.6614285714285715	0.8448275862068966	0.9444444444444444	0.6562499999999999	0.5137931034482759	0.5640625	0.7343750000000001	0.36363636363636365	0.34375	0.672	0.7404371584699453	0.6140215716486903	0.5640000000000001	0.45707070707070707	0.6579999999999999	0.6700581395348837	0.6972222222222223	0.8183673469387754	0.63125	0.4871794871794872	0.6432098765432099	0.7023809523809524	0.9285714285714285	0.6296600877192982	0.9166666666666667	0.7042682926829269	0.7585565476190477	0.6029585798816568	0.60625	0.7221153846153847	0.744	0.9758620689655173	0.7619047619047619	0.6659012629161882	0.6390048154093099	0.8095238095238095	0.7280219780219781	0.8372093023255814	0.8854591836734693	0.7375	0.6494393329499712	0.6999339061467285	0.739247311827957	0.6932485322896282	0.7181097157964309	0.9940476190476191	0.6373232323232323	0.66	0.799412915851272	0.945945945945946
ESMB1	0.6275862068965518	0.7812500000000001	0.6346153846153847	0.7305555555555555	0.758998435054773	0.6639646278555638	0.8448275862068966	0.6264150943396226	0.7185821697099892	0.5971986417657046	0.641140350877193	0.6194152046783625	0.5853177612619446	0.5866477272727273	0.66875	0.99375	0.6822916666666667	0.788109756097561	0.625	0.6309523809523809	0.5627450980392157	0.7415094339622641	0.7382222222222222	0.6791252024994214	0.9058219178082192	0.7157534246575343	0.6212121212121212	0.8904761904761904	0.45833333333333337	0.6807549175970228	0.6608423975931498	0.6857142857142857	0.7453327922077921	0.6559139784946236	0.7156432748538012	0.771505376344086	0.7461538461538462	0.7274436090225564	0.5796874999999999	0.829059829059829	0.7916666666666667	0.5163043478260869	0.7259259259259259	0.46980676328502413	0.7261904761904762	0.609375	0.8	0.7473958333333334	0.75	0.5919117647058824	0.8640625	0.9112903225806451	0.8421052631578947	0.6850793650793651	0.7241379310344829	0.9740740740740741	0.8958333333333333	0.47586206896551725	0.2578125	0.7295048701298701	0.5454545454545454	0.5494791666666667	0.608	0.7595628415300546	0.7912172573189522	0.708	0.3813131313131313	0.718	0.8255813953488372	0.85	0.6428571428571429	0.5687500000000001	0.5064102564102564	0.691358024691358	0.5416666666666666	0.75	0.5997807017543859	0.6607142857142857	0.6676829268292683	0.7023809523809523	0.6739644970414201	0.75	0.8134615384615385	0.32400000000000007	0.9241379310344827	0.49603174603174605	0.5287026406429391	0.6597913322632424	0.5714285714285715	0.5976800976800977	0.8662790697674418	0.870408163265306	0.8125	0.496262219666475	0.6235955056179775	0.5779569892473119	0.5728962818003914	0.7326503635161931	0.75	0.6137878787878789	0.908	0.5303326810176124	0.8590733590733591
FROGS-ARCHS4	0.5551724137931034	0.375	0.57991452991453	0.525	0.6572769953051644	0.7509211495946941	0.38620689655172413	0.8113207547169812	0.7551020408163265	0.6383701188455009	0.5328070175438595	0.5284210526315789	0.5362884877900804	0.6704545454545455	0.94375	0.8624999999999999	0.90625	0.4481707317073171	0.5874999999999999	0.6964285714285714	0.6735294117647059	0.8339622641509434	0.7144444444444444	0.7310807683406618	0.7328767123287672	0.8236301369863014	0.5631313131313131	0.6825396825396826	0.47619047619047616	0.7413609782030834	0.658412404535987	0.475	0.6966314935064934	0.5483870967741935	0.7178362573099415	0.586021505376344	0.7423076923076923	0.6973684210526315	0.7078125000000001	0.7863247863247864	0.8095238095238095	0.3967391304347826	0.45185185185185184	0.7379227053140097	0.7770337301587302	0.6321022727272727	0.88125	0.5182291666666667	0.4375	0.6851604278074866	0.7875	0.6720430107526882	0.9830827067669172	0.6682539682539683	0.8827586206896552	0.7592592592592593	0.7708333333333334	0.7172413793103448	0.5171875	0.7479707792207793	0.5454545454545454	0.7708333333333334	0.728	0.7520491803278689	0.6248073959938366	0.652	0.6464646464646464	0.7	0.5697674418604651	0.7027777777777777	0.3918367346938776	0.8937499999999999	0.6905982905982906	0.6098765432098765	0.5416666666666666	0.6635338345864662	0.727796052631579	0.8214285714285714	0.7774390243902439	0.7979910714285714	0.6668639053254437	0.7000000000000001	0.8221153846153847	0.708	0.8172413793103449	0.7579365079365079	0.74052812858783	0.6876404494382022	0.46428571428571425	0.7841880341880342	0.7674418604651163	0.870280612244898	0.96875	0.6584962622196665	0.7379378717779247	0.4543010752688172	0.687866927592955	0.6387970918704561	0.6309523809523809	0.6318686868686869	0.7839999999999999	0.8131115459882583	0.7934362934362934
ALBERT	0.7931034482758621	0.859375	0.6824786324786325	0.5694444444444444	0.8153364632237872	0.7324981577008106	0.710344827586207	0.5971698113207548	0.7317400644468314	0.6714770797962649	0.6724561403508771	0.5916959064327485	0.6104580615804641	0.6605113636363635	0.75	0.95	0.30208333333333337	0.8048780487804877	0.71875	0.7142857142857142	0.5156862745098039	0.6650943396226414	0.7351111111111112	0.6558666975237214	0.9332191780821919	0.8013698630136986	0.7045454545454546	0.8126984126984127	0.45238095238095233	0.677565124933546	0.5807683406618838	0.5571428571428572	0.6568587662337662	0.5887096774193548	0.6812865497076023	0.586021505376344	0.7653846153846154	0.599624060150376	0.5874999999999999	0.8594017094017093	0.8452380952380952	0.5869565217391305	0.7296296296296296	0.5144927536231884	0.7583085317460317	0.7286931818181819	0.41875	0.8046875	0.38125000000000003	0.48663101604278075	0.7046875000000001	0.9139784946236559	0.8496240601503758	0.6184126984126984	0.7344827586206897	0.9037037037037037	0.890625	0.5	0.30625	0.7439123376623377	0.5056818181818181	0.6796875	0.548	0.7322404371584699	0.7565485362095532	0.556	0.4318181818181818	0.792	0.625	0.7666666666666667	0.7224489795918367	0.60625	0.5876068376068375	0.6777777777777778	0.5059523809523809	0.7105263157894737	0.4983552631578948	0.6369047619047619	0.6966463414634146	0.6272321428571429	0.7692307692307693	0.6499999999999999	0.7625	0.524	0.9517241379310345	0.6388888888888888	0.5648679678530426	0.6670947030497593	0.44642857142857145	0.5644078144078144	0.8284883720930233	0.8558673469387754	0.675	0.5804341575618172	0.5399867812293456	0.7473118279569892	0.5768101761252445	0.7263714474553866	0.5595238095238095	0.5967171717171718	0.944	0.5919765166340509	0.8648648648648649
TCGA-EMBEDDING	0.496551724137931	0.6354166666666666	0.6141025641025641	0.4916666666666667	0.6651017214397495	0.6845983787767133	0.5931034482758621	0.8528301886792453	0.664876476906552	0.615025466893039	0.5681578947368422	0.5810526315789474	0.5731078416502352	0.6491477272727273	0.65	0.9874999999999999	0.640625	0.7759146341463414	0.5874999999999999	0.875	0.4794117647058823	0.7811320754716982	0.6165555555555555	0.6275167785234899	0.7842465753424658	0.6695205479452053	0.6893939393939393	0.8952380952380952	0.5238095238095237	0.7304625199362043	0.5195556584124046	0.575	0.5888798701298702	0.7688172043010753	0.587719298245614	0.553763440860215	0.6269230769230769	0.8627819548872181	0.7640625000000001	0.4948717948717949	0.625	0.5978260869565217	0.6333333333333333	0.7608695652173914	0.6309523809523809	0.7073863636363636	0.5	0.6276041666666667	0.6499999999999999	0.6092914438502673	0.8203125	0.8333333333333334	0.8327067669172932	0.6807936507936508	0.7379310344827587	0.9222222222222223	0.17187500000000003	0.6862068965517242	0.5812499999999999	0.6605113636363636	0.5284090909090909	0.71875	0.8440000000000001	0.5922131147540983	0.6078582434514638	0.5800000000000001	0.5126262626262627	0.6679999999999999	0.6744186046511628	0.5583333333333333	0.6489795918367347	0.8500000000000001	0.5551282051282052	0.7592592592592593	0.7619047619047619	0.43609022556390975	0.6244517543859649	0.7678571428571429	0.7576219512195121	0.6629464285714286	0.5479289940828402	0.83125	0.7730769230769231	0.804	0.8896551724137931	0.623015873015873	0.8392652123995409	0.6122792937399679	0.47023809523809523	0.5836385836385837	0.7674418604651163	0.811607142857143	0.81875	0.6539677975848188	0.7964309319233311	0.8655913978494624	0.5513698630136987	0.5161929940515533	0.4642857142857143	0.5982323232323232	0.84	0.5983365949119374	0.8455598455598455
SEQVEC	0.7034482758620689	0.734375	0.7012820512820512	0.7861111111111112	0.651017214397496	0.7877671333824613	0.7379310344827587	0.6349056603773584	0.5942534908700322	0.5280135823429541	0.6005263157894738	0.575204678362573	0.568064613984529	0.578125	0.7125000000000001	0.875	0.5989583333333334	0.7804878048780489	0.55	0.5059523809523809	0.5088235294117647	0.7264150943396226	0.6943333333333334	0.6234667900948855	0.7756849315068494	0.636986301369863	0.5909090909090908	0.8888888888888888	0.47023809523809523	0.604199893673578	0.6284424901643139	0.7321428571428572	0.5838068181818181	0.456989247311828	0.5964912280701754	0.7016129032258065	0.826923076923077	0.7030075187969924	0.684375	0.8264957264957264	0.9226190476190477	0.592391304347826	0.8222222222222222	0.4432367149758454	0.7688492063492062	0.5596590909090909	0.78125	0.6979166666666666	0.30625	0.580548128342246	0.653125	0.7983870967741935	0.7838345864661653	0.6341269841269842	0.8344827586206897	0.8740740740740741	0.8385416666666666	0.696551724137931	0.34687500000000004	0.710836038961039	0.4829545454545454	0.5598958333333333	0.58	0.6536885245901639	0.600924499229584	0.5960000000000001	0.33585858585858586	0.555	0.7659883720930233	0.7722222222222223	0.6020408163265306	0.5125	0.4717948717948718	0.7160493827160493	0.6964285714285714	0.7161654135338347	0.5208333333333333	0.7797619047619048	0.6234756097560976	0.7068452380952381	0.5822485207100592	0.775	0.6913461538461538	0.452	0.9862068965517241	0.5734126984126984	0.5442020665901263	0.5500802568218298	0.6547619047619048	0.5161782661782661	0.870639534883721	0.7876275510204083	0.6375	0.5577199539965497	0.5978189028420358	0.8467741935483871	0.4794520547945206	0.7233972240581625	0.9226190476190477	0.6181818181818182	0.9079999999999999	0.5841487279843445	0.8610038610038611
GENE2VEC	0.6413793103448275	0.34375	0.5051282051282051	0.6583333333333333	0.7230046948356808	0.6764922623434045	0.4689655172413793	0.9103773584905661	0.667561761546724	0.6702037351443124	0.45850877192982453	0.5444444444444444	0.5147504929470651	0.7457386363636364	0.65	0.86875	0.6822916666666666	0.8323170731707318	0.61875	0.5416666666666667	0.46372549019607845	0.8509433962264151	0.6231111111111111	0.6224253644989585	0.7414383561643836	0.4143835616438356	0.6893939393939394	0.8952380952380953	0.22023809523809523	0.5824029771398193	0.5823883360333256	0.4357142857142857	0.7183441558441559	0.8252688172043011	0.6140350877192982	0.5564516129032258	0.7769230769230769	0.7481203007518797	0.771875	0.7200854700854701	0.6488095238095237	0.5706521739130435	0.8296296296296297	0.6159420289855073	0.6356646825396826	0.6860795454545454	0.65	0.49999999999999994	0.6	0.6768048128342246	0.696875	0.7150537634408602	0.8740601503759398	0.6833333333333333	0.7827586206896553	0.737037037037037	0.5	0.5931034482758621	0.5765625	0.6020698051948052	0.42045454545454547	0.7994791666666666	0.664	0.7472677595628415	0.6486902927580894	0.616	0.4065656565656566	0.831	0.6933139534883721	0.8527777777777777	0.6571428571428571	0.8375	0.7393162393162394	0.7345679012345678	0.6904761904761905	0.669172932330827	0.6439144736842104	0.7678571428571428	0.7804878048780488	0.6878720238095238	0.5431952662721893	0.8062499999999999	0.5807692307692308	0.516	0.9689655172413794	0.6825396825396826	0.5740528128587831	0.5976725521669342	0.6428571428571428	0.637057387057387	0.6991279069767442	0.8456632653061225	0.8562500000000001	0.6295284646348476	0.7362855254461335	0.6639784946236559	0.5220156555772995	0.5138797091870456	0.6011904761904762	0.6196969696969697	0.976	0.426614481409002	0.6351351351351351
ESM2	0.6	0.7135416666666667	0.5858974358974358	0.6666666666666666	0.7902973395931142	0.751105379513633	0.5344827586206897	0.7028301886792453	0.4906015037593985	0.5144312393887945	0.6232456140350877	0.5926315789473684	0.5760655240406493	0.48153409090909094	0.6	0.8499999999999999	0.5052083333333334	0.7621951219512195	0.65625	0.42857142857142855	0.5941176470588235	0.7018867924528303	0.6638888888888889	0.68294376301782	0.8390410958904111	0.738013698630137	0.48989898989898983	0.9555555555555555	0.3630952380952381	0.6456671982987772	0.6250867854663271	0.6928571428571428	0.7191558441558441	0.6021505376344086	0.557748538011696	0.6801075268817204	0.7076923076923076	0.7593984962406015	0.6046875	0.7598290598290599	0.9226190476190477	0.7554347826086958	0.7666666666666667	0.501207729468599	0.7934027777777778	0.6789772727272727	0.44375000000000003	0.828125	0.34375	0.5691844919786097	0.8671875	0.9220430107526882	0.6729323308270677	0.7258730158730159	0.7344827586206897	0.8962962962962963	0.7552083333333333	0.5379310344827586	0.2765625	0.7217938311688312	0.4090909090909091	0.671875	0.596	0.8278688524590163	0.6602465331278891	0.524	0.3712121212121212	0.756	0.8226744186046512	0.6916666666666667	0.5897959183673469	0.5875	0.46923076923076934	0.6382716049382715	0.5535714285714286	0.75	0.5405701754385965	0.7142857142857142	0.6798780487804879	0.6402529761904762	0.6195266272189349	0.73125	0.7298076923076924	0.516	0.8999999999999999	0.3492063492063492	0.5378874856486797	0.6397271268057785	0.4583333333333333	0.5384615384615384	0.867732558139535	0.8655612244897959	0.8125	0.5539821736630248	0.6239259748843358	0.8521505376344087	0.6012720156555773	0.6992729676140119	0.9047619047619048	0.6123232323232323	0.8360000000000001	0.6301369863013698	0.7451737451737451
